tourney,surface,player,wins,prob_win
Davis Cup QLS R1: HUN vs GER,Hard,Frances Tiafoe,20,0.01
Davis Cup QLS R1: HUN vs GER,Hard,Taylor Fritz,19,0.0095
Davis Cup QLS R1: HUN vs GER,Hard,Alejandro Davidovich Fokina,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Juncheng Shang,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Jack Draper,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Liova Ayite Ajavon,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Ben Shelton,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Jordan Thompson,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Bu Yunchaokete,18,0.009
Davis Cup QLS R1: HUN vs GER,Hard,Kei Nishikori,17,0.0085
Davis Cup QLS R1: HUN vs GER,Hard,Gael Monfils,17,0.0085
Davis Cup QLS R1: HUN vs GER,Hard,Altug Celikbilek,17,0.0085
Davis Cup QLS R1: HUN vs GER,Hard,Lucas Miedler,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Nam Hoang Ly,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Aleksandre Bakshi,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Arthur Fils,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Casper Ruud,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Cameron Norrie,16,0.008
Davis Cup QLS R1: HUN vs GER,Hard,Jiri Lehecka,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Stefanos Tsitsipas,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Marcos Giron,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Sebastian Korda,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Marcelo Arevalo,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Diego Duran,15,0.0075
Davis Cup QLS R1: HUN vs GER,Hard,Brandon Nakashima,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Martin Damm,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Viktor Durasovic,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Martyn Pawelski,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Iliyan Radulov,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Cezar Cretu,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Flavio Cobolli,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Emil Ruusuvuori,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Pablo Llamas Ruiz,14,0.007
Davis Cup QLS R1: HUN vs GER,Hard,Gabriel Diallo,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Learner Tien,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Alibek Kachmazov,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Billy Harris,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Romain Arneodo,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Jakub Mensik,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Gonzalo Escobar,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Ioannis Xilas,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Paul Jubb,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Tomas Machac,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Henrique Rocha,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Thiago Agustin Tirante,13,0.0065
Davis Cup QLS R1: HUN vs GER,Hard,Tallon Griekspoor,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Benedict Badza,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Lukas Neumayer,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Reilly Opelka,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Ricardas Berankis,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Demetris Azoides,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Vasek Pospisil,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Michael Mmoh,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Niki Kaliyanda Poonacha,12,0.006
Davis Cup QLS R1: HUN vs GER,Hard,Thomas Yaka Kofi Setodji,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Beibit Zhukayev,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Zsombor Piros,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Milos Raonic,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Hugo Nys,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Yanaki Milev,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Stylianos Christodoulou,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Chris Rodesch,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Tommy Paul,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Denis Shapovalov,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Fitriadi M Rifqi,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Pablo Carreno Busta,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Remy Bertola,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Elmer Moller,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Hamad Medjedovic,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Alex Molcan,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Coleman Wong,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Boris Arias,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Matej Dodig,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Blaise Bicknell,11,0.0055
Davis Cup QLS R1: HUN vs GER,Hard,Gabi Adrian Boitan,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Zizou Bergs,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Mohamed Safwat,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Nerman Fatic,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Jerome Kym,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Matteo Arnaldi,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Andres Andrade,10,0.005
Davis Cup QLS R1: HUN vs GER,Hard,Hubert Hurkacz,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Novak Djokovic,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Rafael Nadal,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Lukas Pokorny,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Juan Carlos Prado Angelo,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Tomas Martin Etcheverry,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Roberto Carballes Baena,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Jack Loutit,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Nuno Borges,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Roberto Bautista Agut,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Marco Trungelliti,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Darian King,9,0.0045
Davis Cup QLS R1: HUN vs GER,Hard,Dusan Lajovic,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Alexander Bublik,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Hong Kit Jack Wong,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Yoshihito Nishioka,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Facundo Bagnis,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Franco Roncadelli,8,0.004
Davis Cup QLS R1: HUN vs GER,Hard,Gijs Brouwer,7,0.0035
Davis Cup QLS R1: HUN vs GER,Hard,Oliver Ojakaar,7,0.0035
Davis Cup QLS R1: HUN vs GER,Hard,Alex Knaff,6,0.003
Davis Cup QLS R1: HUN vs GER,Hard,Lorenzo Musetti,6,0.003
Davis Cup QLS R1: HUN vs GER,Hard,Quentin Halys,6,0.003
Davis Cup QLS R1: HUN vs GER,Hard,Timofey Skatov,5,0.0025
Davis Cup QLS R1: HUN vs GER,Hard,Giovanni Mpetshi Perricard,5,0.0025
Davis Cup QLS R1: HUN vs GER,Hard,Felix Auger Aliassime,5,0.0025
Davis Cup QLS R1: HUN vs GER,Hard,Francisco Cerundolo,5,0.0025
Davis Cup QLS R1: HUN vs GER,Hard,Thiago Monteiro,4,0.002
Davis Cup QLS R1: HUN vs GER,Hard,Alejandro Tabilo,4,0.002
Davis Cup QLS R1: HUN vs GER,Hard,Matteo Berrettini,4,0.002
Davis Cup QLS R1: HUN vs GER,Hard,Sebastian Baez,2,0.001
Davis Cup QLS R1: HUN vs GER,Hard,Jan Lennard Struff,1,0.0005
Davis Cup QLS R1: SRB vs SVK,Clay,Sebastian Baez,62,0.031
Davis Cup QLS R1: SRB vs SVK,Clay,Casper Ruud,51,0.0255
Davis Cup QLS R1: SRB vs SVK,Clay,Alexander Zverev,46,0.023
Davis Cup QLS R1: SRB vs SVK,Clay,Stefanos Tsitsipas,45,0.0225
Davis Cup QLS R1: SRB vs SVK,Clay,Matteo Berrettini,44,0.022
Davis Cup QLS R1: SRB vs SVK,Clay,Felix Auger Aliassime,44,0.022
Davis Cup QLS R1: SRB vs SVK,Clay,Novak Djokovic,38,0.019
Davis Cup QLS R1: SRB vs SVK,Clay,Jan Lennard Struff,37,0.0185
Davis Cup QLS R1: SRB vs SVK,Clay,Nuno Borges,36,0.018
Davis Cup QLS R1: SRB vs SVK,Clay,Carlos Alcaraz,36,0.018
Davis Cup QLS R1: SRB vs SVK,Clay,Tomas Martin Etcheverry,25,0.0125
Davis Cup QLS R1: SRB vs SVK,Clay,Rafael Nadal,24,0.012
Davis Cup QLS R1: SRB vs SVK,Clay,Vasek Pospisil,22,0.011
Davis Cup QLS R1: SRB vs SVK,Clay,Thiago Monteiro,22,0.011
Davis Cup QLS R1: SRB vs SVK,Clay,Hubert Hurkacz,21,0.0105
Davis Cup QLS R1: SRB vs SVK,Clay,Darian King,21,0.0105
Davis Cup QLS R1: SRB vs SVK,Clay,Francisco Cerundolo,21,0.0105
Davis Cup QLS R1: SRB vs SVK,Clay,Elmer Moller,21,0.0105
Davis Cup QLS R1: SRB vs SVK,Clay,Giovanni Mpetshi Perricard,20,0.01
Davis Cup QLS R1: SRB vs SVK,Clay,Fitriadi M Rifqi,20,0.01
Davis Cup QLS R1: SRB vs SVK,Clay,Mohamed Safwat,20,0.01
Davis Cup QLS R1: SRB vs SVK,Clay,Jakub Mensik,20,0.01
Davis Cup QLS R1: SRB vs SVK,Clay,Quentin Halys,19,0.0095
Davis Cup QLS R1: SRB vs SVK,Clay,Remy Bertola,19,0.0095
Davis Cup QLS R1: SRB vs SVK,Clay,Billy Harris,19,0.0095
Davis Cup QLS R1: SRB vs SVK,Clay,Chris Rodesch,19,0.0095
Davis Cup QLS R1: SRB vs SVK,Clay,Alex De Minaur,18,0.009
Davis Cup QLS R1: SRB vs SVK,Clay,Iliyan Radulov,18,0.009
Davis Cup QLS R1: SRB vs SVK,Clay,Oliver Ojakaar,18,0.009
Davis Cup QLS R1: SRB vs SVK,Clay,Andres Andrade,18,0.009
Davis Cup QLS R1: SRB vs SVK,Clay,Marco Trungelliti,18,0.009
Davis Cup QLS R1: SRB vs SVK,Clay,Romain Arneodo,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Lukas Pokorny,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Karen Khachanov,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Timofey Skatov,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Reilly Opelka,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Michael Mmoh,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Jack Loutit,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Taylor Fritz,17,0.0085
Davis Cup QLS R1: SRB vs SVK,Clay,Franco Roncadelli,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Hugo Nys,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Facundo Bagnis,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Tomas Machac,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Thomas Yaka Kofi Setodji,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Henrique Rocha,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Demetris Azoides,16,0.008
Davis Cup QLS R1: SRB vs SVK,Clay,Ioannis Xilas,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Pablo Llamas Ruiz,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Gabi Adrian Boitan,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Daniil Medvedev,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Thiago Agustin Tirante,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Dusan Lajovic,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Andrey Rublev,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Blaise Bicknell,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Alejandro Davidovich Fokina,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Juan Carlos Prado Angelo,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Ben Shelton,15,0.0075
Davis Cup QLS R1: SRB vs SVK,Clay,Cameron Norrie,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Cezar Cretu,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Pablo Carreno Busta,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Gijs Brouwer,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Boris Arias,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Jiri Lehecka,14,0.007
Davis Cup QLS R1: SRB vs SVK,Clay,Lukas Neumayer,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Nicolai Budkov Kjaer,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Kei Nishikori,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Joao Fonseca,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Stylianos Christodoulou,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Altug Celikbilek,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Holger Rune,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Jannik Sinner,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Matteo Arnaldi,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Zsombor Piros,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Flavio Cobolli,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Paul Jubb,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Yanaki Milev,13,0.0065
Davis Cup QLS R1: SRB vs SVK,Clay,Jerome Kym,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Gabriel Diallo,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Alex Molcan,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Roberto Carballes Baena,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Alejandro Tabilo,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Marcelo Arevalo,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Liova Ayite Ajavon,12,0.006
Davis Cup QLS R1: SRB vs SVK,Clay,Milos Raonic,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Learner Tien,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Zizou Bergs,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Beibit Zhukayev,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Niki Kaliyanda Poonacha,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Aleksandre Bakshi,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Ugo Humbert,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Alex Knaff,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Diego Duran,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Nerman Fatic,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Viktor Durasovic,11,0.0055
Davis Cup QLS R1: SRB vs SVK,Clay,Alexei Popyrin,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Alex Michelsen,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Matej Dodig,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Gonzalo Escobar,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Tallon Griekspoor,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Coleman Wong,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Hong Kit Jack Wong,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Martyn Pawelski,10,0.005
Davis Cup QLS R1: SRB vs SVK,Clay,Brandon Nakashima,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Tommy Paul,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Ricardas Berankis,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Alibek Kachmazov,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Nam Hoang Ly,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Hamad Medjedovic,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Lorenzo Musetti,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Sebastian Korda,9,0.0045
Davis Cup QLS R1: SRB vs SVK,Clay,Roberto Bautista Agut,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Grigor Dimitrov,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Denis Shapovalov,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Martin Damm,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Yoshihito Nishioka,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Lucas Miedler,8,0.004
Davis Cup QLS R1: SRB vs SVK,Clay,Arthur Fils,7,0.0035
Davis Cup QLS R1: SRB vs SVK,Clay,Marcos Giron,7,0.0035
Davis Cup QLS R1: SRB vs SVK,Clay,Emil Ruusuvuori,7,0.0035
Davis Cup QLS R1: SRB vs SVK,Clay,Benedict Badza,6,0.003
Davis Cup QLS R1: SRB vs SVK,Clay,Alexander Bublik,6,0.003
Davis Cup QLS R1: SRB vs SVK,Clay,Juncheng Shang,6,0.003
Davis Cup QLS R1: SRB vs SVK,Clay,Bu Yunchaokete,6,0.003
Davis Cup QLS R1: SRB vs SVK,Clay,Gael Monfils,5,0.0025
Davis Cup QLS R1: SRB vs SVK,Clay,Jack Draper,5,0.0025
Davis Cup QLS R1: SRB vs SVK,Clay,Jordan Thompson,5,0.0025
Davis Cup QLS R1: SRB vs SVK,Clay,David Goffin,4,0.002
Davis Cup QLS R1: SRB vs SVK,Clay,Frances Tiafoe,3,0.0015
Davis Cup QLS R1: SWE vs BRA,Hard,Jannik Sinner,260,0.13
Davis Cup QLS R1: SWE vs BRA,Hard,Grigor Dimitrov,43,0.0215
Davis Cup QLS R1: SWE vs BRA,Hard,Carlos Alcaraz,41,0.0205
Davis Cup QLS R1: SWE vs BRA,Hard,Alexander Zverev,40,0.02
Davis Cup QLS R1: SWE vs BRA,Hard,Alexei Popyrin,38,0.019
Davis Cup QLS R1: SWE vs BRA,Hard,Holger Rune,34,0.017
Davis Cup QLS R1: SWE vs BRA,Hard,Jordan Thompson,30,0.015
Davis Cup QLS R1: SWE vs BRA,Hard,Alex De Minaur,29,0.0145
Davis Cup QLS R1: SWE vs BRA,Hard,Daniil Medvedev,27,0.0135
Davis Cup QLS R1: SWE vs BRA,Hard,Karen Khachanov,26,0.013
Davis Cup QLS R1: SWE vs BRA,Hard,Taylor Fritz,26,0.013
Davis Cup QLS R1: SWE vs BRA,Hard,Bu Yunchaokete,25,0.0125
Davis Cup QLS R1: SWE vs BRA,Hard,Jiri Lehecka,24,0.012
Davis Cup QLS R1: SWE vs BRA,Hard,David Goffin,24,0.012
Davis Cup QLS R1: SWE vs BRA,Hard,Cameron Norrie,23,0.0115
Davis Cup QLS R1: SWE vs BRA,Hard,Ugo Humbert,23,0.0115
Davis Cup QLS R1: SWE vs BRA,Hard,Alex Michelsen,23,0.0115
Davis Cup QLS R1: SWE vs BRA,Hard,Andrey Rublev,23,0.0115
Davis Cup QLS R1: SWE vs BRA,Hard,Jakub Mensik,22,0.011
Davis Cup QLS R1: SWE vs BRA,Hard,Novak Djokovic,22,0.011
Davis Cup QLS R1: SWE vs BRA,Hard,Blaise Bicknell,21,0.0105
Davis Cup QLS R1: SWE vs BRA,Hard,Joao Fonseca,19,0.0095
Davis Cup QLS R1: SWE vs BRA,Hard,Flavio Cobolli,19,0.0095
Davis Cup QLS R1: SWE vs BRA,Hard,Sebastian Korda,19,0.0095
Davis Cup QLS R1: SWE vs BRA,Hard,Alejandro Davidovich Fokina,18,0.009
Davis Cup QLS R1: SWE vs BRA,Hard,Liova Ayite Ajavon,18,0.009
Davis Cup QLS R1: SWE vs BRA,Hard,Altug Celikbilek,18,0.009
Davis Cup QLS R1: SWE vs BRA,Hard,Emil Ruusuvuori,18,0.009
Davis Cup QLS R1: SWE vs BRA,Hard,Remy Bertola,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Kei Nishikori,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Nam Hoang Ly,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Frances Tiafoe,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Thomas Yaka Kofi Setodji,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Matteo Arnaldi,17,0.0085
Davis Cup QLS R1: SWE vs BRA,Hard,Tomas Machac,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Pablo Carreno Busta,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Juncheng Shang,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Jack Draper,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Matej Dodig,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Nerman Fatic,16,0.008
Davis Cup QLS R1: SWE vs BRA,Hard,Jerome Kym,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Michael Mmoh,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Martyn Pawelski,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Chris Rodesch,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Aleksandre Bakshi,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Cezar Cretu,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Henrique Rocha,15,0.0075
Davis Cup QLS R1: SWE vs BRA,Hard,Gael Monfils,14,0.007
Davis Cup QLS R1: SWE vs BRA,Hard,Boris Arias,14,0.007
Davis Cup QLS R1: SWE vs BRA,Hard,Tommy Paul,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Nicolai Budkov Kjaer,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Martin Damm,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Marco Trungelliti,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Marcos Giron,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Gijs Brouwer,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Yanaki Milev,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Gabi Adrian Boitan,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Denis Shapovalov,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Ricardas Berankis,13,0.0065
Davis Cup QLS R1: SWE vs BRA,Hard,Viktor Durasovic,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Thiago Agustin Tirante,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Alibek Kachmazov,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Andres Andrade,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Zizou Bergs,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Demetris Azoides,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Casper Ruud,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Learner Tien,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Niki Kaliyanda Poonacha,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Alexander Bublik,12,0.006
Davis Cup QLS R1: SWE vs BRA,Hard,Arthur Fils,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Lukas Neumayer,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Oliver Ojakaar,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Darian King,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Alex Knaff,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Benedict Badza,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Beibit Zhukayev,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Brandon Nakashima,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Vasek Pospisil,11,0.0055
Davis Cup QLS R1: SWE vs BRA,Hard,Milos Raonic,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Pablo Llamas Ruiz,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Hugo Nys,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Stefanos Tsitsipas,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Gabriel Diallo,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Hong Kit Jack Wong,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Juan Carlos Prado Angelo,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Lucas Miedler,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Billy Harris,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Timofey Skatov,10,0.005
Davis Cup QLS R1: SWE vs BRA,Hard,Roberto Bautista Agut,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Coleman Wong,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Hamad Medjedovic,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Iliyan Radulov,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Fitriadi M Rifqi,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Marcelo Arevalo,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Mohamed Safwat,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Lukas Pokorny,9,0.0045
Davis Cup QLS R1: SWE vs BRA,Hard,Hubert Hurkacz,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Alejandro Tabilo,8,0.004
Davis Cup QLS R1: SWE vs BRA,Hard,Tomas Martin Etcheverry,8,0.004
